subset,model,k,metric,value,n_questions
unchanged,WithoutPhrase,8,Strict-MRR,0.813026708838517,1355
unchanged,WithoutPhrase,8,nDCG,0.6493772038658927,1355
unchanged,WithoutPhrase,9,Strict-Hit,0.9343173431734317,1355
unchanged,WithoutPhrase,9,Strict-Recall,0.9343173431734317,1355
unchanged,WithoutPhrase,9,Strict-MRR,0.8134367129385579,1355
unchanged,WithoutPhrase,9,nDCG,0.650874853491534,1355
unchanged,WithoutPhrase,10,Strict-Hit,0.9387453874538746,1355
unchanged,WithoutPhrase,10,Strict-Recall,0.9387453874538746,1355
unchanged,WithoutPhrase,10,Strict-MRR,0.8138795173666021,1355
unchanged,WithoutPhrase,10,nDCG,0.6524220398563723,1355
unchanged,WithoutText,1,Strict-Hit,0.5070110701107011,1355
unchanged,WithoutText,1,Strict-Recall,0.5070110701107011,1355
unchanged,WithoutText,1,Strict-MRR,0.5070110701107011,1355
unchanged,WithoutText,1,nDCG,0.5164997364259357,1355
unchanged,WithoutText,2,Strict-Hit,0.6273062730627307,1355
unchanged,WithoutText,2,Strict-Recall,0.6273062730627307,1355
unchanged,WithoutText,2,Strict-MRR,0.5671586715867158,1355
unchanged,WithoutText,2,nDCG,0.4752452686954674,1355
unchanged,WithoutText,3,Strict-Hit,0.6782287822878229,1355
unchanged,WithoutText,3,Strict-Recall,0.6782287822878229,1355
unchanged,WithoutText,3,Strict-MRR,0.5841328413284133,1355
unchanged,WithoutText,3,nDCG,0.45951748965485223,1355
unchanged,WithoutText,4,Strict-Hit,0.7166051660516605,1355
unchanged,WithoutText,4,Strict-Recall,0.7166051660516605,1355
unchanged,WithoutText,4,Strict-MRR,0.5937269372693726,1355
unchanged,WithoutText,4,nDCG,0.47374816225358835,1355
unchanged,WithoutText,5,Strict-Hit,0.7439114391143912,1355
unchanged,WithoutText,5,Strict-Recall,0.7439114391143912,1355
unchanged,WithoutText,5,Strict-MRR,0.5991881918819189,1355
unchanged,WithoutText,5,nDCG,0.4826775622195694,1355
unchanged,WithoutText,6,Strict-Hit,0.7564575645756457,1355
unchanged,WithoutText,6,Strict-Recall,0.7564575645756457,1355
unchanged,WithoutText,6,Strict-MRR,0.6012792127921279,1355
unchanged,WithoutText,6,nDCG,0.48776913330336674,1355
unchanged,WithoutText,7,Strict-Hit,0.7734317343173431,1355
unchanged,WithoutText,7,Strict-Recall,0.7734317343173431,1355
unchanged,WithoutText,7,Strict-MRR,0.603704094183799,1355
unchanged,WithoutText,7,nDCG,0.4924099770540171,1355
unchanged,WithoutText,8,Strict-Hit,0.785239852398524,1355
unchanged,WithoutText,8,Strict-Recall,0.785239852398524,1355
unchanged,WithoutText,8,Strict-MRR,0.6051801089439466,1355
unchanged,WithoutText,8,nDCG,0.4960290554302354,1355
unchanged,WithoutText,9,Strict-Hit,0.7918819188191882,1355
unchanged,WithoutText,9,Strict-Recall,0.7918819188191882,1355
unchanged,WithoutText,9,Strict-MRR,0.6059181163240204,1355
unchanged,WithoutText,9,nDCG,0.49826190548987453,1355
unchanged,WithoutText,10,Strict-Hit,0.8059040590405904,1355
unchanged,WithoutText,10,Strict-Recall,0.8059040590405904,1355
unchanged,WithoutText,10,Strict-MRR,0.6073203303461606,1355
unchanged,WithoutText,10,nDCG,0.5020037424125675,1355
