stage,text_score,joint_entity_score,phrase_score,mean_inner_mrr_at_10
coarse_0.10,0.0,1.0,0.0,0.5193132162094116
coarse_0.10,0.1,0.9,0.0,0.6705570220947266
coarse_0.10,0.2,0.8,0.0,0.7191699743270874
coarse_0.10,0.3,0.7,0.0,0.758411705493927
coarse_0.10,0.4,0.6,0.0,0.7811505794525146
coarse_0.10,0.5,0.5,0.0,0.7989944815635681
coarse_0.10,0.6,0.4,0.0,0.8043195605278015
coarse_0.10,0.7,0.3,0.0,0.7994556427001953
coarse_0.10,0.8,0.2,0.0,0.7846885919570923
coarse_0.10,0.9,0.1,0.0,0.7478431463241577
coarse_0.10,1.0,0.0,0.0,0.671667218208313
refined_0.02,0.5,0.5,0.0,0.7989944815635681
refined_0.02,0.52,0.48,0.0,0.7994055151939392
refined_0.02,0.54,0.46,0.0,0.8018624782562256
refined_0.02,0.56,0.44,0.0,0.801053524017334
refined_0.02,0.58,0.42,0.0,0.802031397819519
refined_0.02,0.6,0.4,0.0,0.8043195605278015
refined_0.02,0.62,0.38,0.0,0.802496075630188
refined_0.02,0.64,0.36,0.0,0.8008936047554016
refined_0.02,0.66,0.34,0.0,0.8019489645957947
refined_0.02,0.68,0.32,0.0,0.8012582659721375
refined_0.02,0.7,0.3,0.0,0.7994556427001953
