stage,text_score,joint_entity_score,phrase_score,mean_inner_mrr_at_10
coarse_0.10,0.0,1.0,0.0,0.529140055179596
coarse_0.10,0.1,0.9,0.0,0.6861897110939026
coarse_0.10,0.2,0.8,0.0,0.7354488968849182
coarse_0.10,0.3,0.7,0.0,0.7703591585159302
coarse_0.10,0.4,0.6,0.0,0.7979362607002258
coarse_0.10,0.5,0.5,0.0,0.8116543292999268
coarse_0.10,0.6,0.4,0.0,0.8156633973121643
coarse_0.10,0.7,0.3,0.0,0.8107051849365234
coarse_0.10,0.8,0.2,0.0,0.7936109304428101
coarse_0.10,0.9,0.1,0.0,0.7569169998168945
coarse_0.10,1.0,0.0,0.0,0.6814998388290405
refined_0.02,0.5,0.5,0.0,0.8116543292999268
refined_0.02,0.52,0.48,0.0,0.8127409815788269
refined_0.02,0.54,0.46,0.0,0.8147532343864441
refined_0.02,0.56,0.44,0.0,0.8146209716796875
refined_0.02,0.58,0.42,0.0,0.8153458833694458
refined_0.02,0.6,0.4,0.0,0.8156633973121643
refined_0.02,0.62,0.38,0.0,0.8147518634796143
refined_0.02,0.64,0.36,0.0,0.8139262795448303
refined_0.02,0.66,0.34,0.0,0.811927080154419
refined_0.02,0.68,0.32,0.0,0.810833752155304
refined_0.02,0.7,0.3,0.0,0.8107051849365234
