stage,text_score,joint_entity_score,phrase_score,mean_inner_mrr_at_10
coarse_0.10,0.0,0.0,1.0,0.36751529574394226
coarse_0.10,0.1,0.0,0.9,0.6722915172576904
coarse_0.10,0.2,0.0,0.8,0.6722915172576904
coarse_0.10,0.3,0.0,0.7,0.6722915172576904
coarse_0.10,0.4,0.0,0.6,0.6739346981048584
coarse_0.10,0.5,0.0,0.5,0.6829452514648438
coarse_0.10,0.6,0.0,0.4,0.6987581253051758
coarse_0.10,0.7,0.0,0.3,0.7197791337966919
coarse_0.10,0.8,0.0,0.2,0.7337861061096191
coarse_0.10,0.9,0.0,0.1,0.7246543169021606
coarse_0.10,1.0,0.0,0.0,0.671667218208313
refined_0.02,0.7,0.0,0.3,0.7197791337966919
refined_0.02,0.72,0.0,0.28,0.7237346172332764
refined_0.02,0.74,0.0,0.26,0.7275869846343994
refined_0.02,0.76,0.0,0.24,0.7308160066604614
refined_0.02,0.78,0.0,0.22,0.7322852611541748
refined_0.02,0.8,0.0,0.2,0.7337861061096191
refined_0.02,0.82,0.0,0.18,0.73502516746521
refined_0.02,0.84,0.0,0.16,0.7346703410148621
refined_0.02,0.86,0.0,0.14,0.7364943027496338
refined_0.02,0.88,0.0,0.12,0.7337591648101807
refined_0.02,0.9,0.0,0.1,0.7246543169021606
