stage,text_score,joint_entity_score,phrase_score,mean_inner_mrr_at_10
coarse_0.10,0.0,1.0,0.0,0.5204827189445496
coarse_0.10,0.1,0.9,0.0,0.6756138801574707
coarse_0.10,0.2,0.8,0.0,0.7285181879997253
coarse_0.10,0.3,0.7,0.0,0.7687631845474243
coarse_0.10,0.4,0.6,0.0,0.7962520718574524
coarse_0.10,0.5,0.5,0.0,0.8139642477035522
coarse_0.10,0.6,0.4,0.0,0.8203673362731934
coarse_0.10,0.7,0.3,0.0,0.8162698745727539
coarse_0.10,0.8,0.2,0.0,0.8003716468811035
coarse_0.10,0.9,0.1,0.0,0.762406051158905
coarse_0.10,1.0,0.0,0.0,0.6843297481536865
refined_0.02,0.5,0.5,0.0,0.8139642477035522
refined_0.02,0.52,0.48,0.0,0.8160669207572937
refined_0.02,0.54,0.46,0.0,0.8175978660583496
refined_0.02,0.56,0.44,0.0,0.8189558982849121
refined_0.02,0.58,0.42,0.0,0.8193744421005249
refined_0.02,0.6,0.4,0.0,0.8203673362731934
refined_0.02,0.62,0.38,0.0,0.8196500539779663
refined_0.02,0.64,0.36,0.0,0.8197921514511108
refined_0.02,0.66,0.34,0.0,0.8179915547370911
refined_0.02,0.68,0.32,0.0,0.8166487216949463
refined_0.02,0.7,0.3,0.0,0.8162698745727539
