stage,text_score,joint_entity_score,phrase_score,mean_inner_mrr_at_10
coarse_0.10,0.0,0.0,1.0,0.38192686438560486
coarse_0.10,0.1,0.0,0.9,0.6852637529373169
coarse_0.10,0.2,0.0,0.8,0.6852637529373169
coarse_0.10,0.3,0.0,0.7,0.6855708360671997
coarse_0.10,0.4,0.0,0.6,0.687971293926239
coarse_0.10,0.5,0.0,0.5,0.6972631216049194
coarse_0.10,0.6,0.0,0.4,0.7115163207054138
coarse_0.10,0.7,0.0,0.3,0.7322428822517395
coarse_0.10,0.8,0.0,0.2,0.7448028922080994
coarse_0.10,0.9,0.0,0.1,0.7347431182861328
coarse_0.10,1.0,0.0,0.0,0.6814998388290405
refined_0.02,0.7,0.0,0.3,0.7322428822517395
refined_0.02,0.72,0.0,0.28,0.7359007596969604
refined_0.02,0.74,0.0,0.26,0.739822506904602
refined_0.02,0.76,0.0,0.24,0.7428959608078003
refined_0.02,0.78,0.0,0.22,0.7436031103134155
refined_0.02,0.8,0.0,0.2,0.7448028922080994
refined_0.02,0.82,0.0,0.18,0.7440758943557739
refined_0.02,0.84,0.0,0.16,0.742796003818512
refined_0.02,0.86,0.0,0.14,0.7440012693405151
refined_0.02,0.88,0.0,0.12,0.7418903708457947
refined_0.02,0.9,0.0,0.1,0.7347431182861328
