stage,text_score,joint_entity_score,phrase_score,mean_inner_mrr_at_10
coarse_0.10,0.0,1.0,0.0,0.5268925428390503
coarse_0.10,0.1,0.9,0.0,0.6840444207191467
coarse_0.10,0.2,0.8,0.0,0.7345578670501709
coarse_0.10,0.3,0.7,0.0,0.7728150486946106
coarse_0.10,0.4,0.6,0.0,0.7968214154243469
coarse_0.10,0.5,0.5,0.0,0.8134933114051819
coarse_0.10,0.6,0.4,0.0,0.8186379075050354
coarse_0.10,0.7,0.3,0.0,0.8156577944755554
coarse_0.10,0.8,0.2,0.0,0.802132785320282
coarse_0.10,0.9,0.1,0.0,0.7710944414138794
coarse_0.10,1.0,0.0,0.0,0.698915958404541
refined_0.02,0.5,0.5,0.0,0.8134933114051819
refined_0.02,0.52,0.48,0.0,0.8161563873291016
refined_0.02,0.54,0.46,0.0,0.8178058862686157
refined_0.02,0.56,0.44,0.0,0.8185842037200928
refined_0.02,0.58,0.42,0.0,0.8186937570571899
refined_0.02,0.6,0.4,0.0,0.8186379075050354
refined_0.02,0.62,0.38,0.0,0.8179911375045776
refined_0.02,0.64,0.36,0.0,0.8173012733459473
refined_0.02,0.66,0.34,0.0,0.8166636824607849
refined_0.02,0.68,0.32,0.0,0.8157886266708374
refined_0.02,0.7,0.3,0.0,0.8156577944755554
