stage,text_score,joint_entity_score,phrase_score,mean_inner_mrr_at_10
coarse_0.10,0.0,1.0,0.0,0.5222022533416748
coarse_0.10,0.1,0.9,0.0,0.6714998483657837
coarse_0.10,0.2,0.8,0.0,0.7203115224838257
coarse_0.10,0.3,0.7,0.0,0.7558298707008362
coarse_0.10,0.4,0.6,0.0,0.7824772596359253
coarse_0.10,0.5,0.5,0.0,0.7987968921661377
coarse_0.10,0.6,0.4,0.0,0.8053092360496521
coarse_0.10,0.7,0.3,0.0,0.8012373447418213
coarse_0.10,0.8,0.2,0.0,0.7869104743003845
coarse_0.10,0.9,0.1,0.0,0.7488282322883606
coarse_0.10,1.0,0.0,0.0,0.673134446144104
refined_0.02,0.5,0.5,0.0,0.7987968921661377
refined_0.02,0.52,0.48,0.0,0.8012116551399231
refined_0.02,0.54,0.46,0.0,0.8028856515884399
refined_0.02,0.56,0.44,0.0,0.8036528825759888
refined_0.02,0.58,0.42,0.0,0.8046618700027466
refined_0.02,0.6,0.4,0.0,0.8053092360496521
refined_0.02,0.62,0.38,0.0,0.8044369220733643
refined_0.02,0.64,0.36,0.0,0.8047139644622803
refined_0.02,0.66,0.34,0.0,0.803716778755188
refined_0.02,0.68,0.32,0.0,0.8017779588699341
refined_0.02,0.7,0.3,0.0,0.8012373447418213
