stage,text_score,joint_entity_score,phrase_score,mean_inner_mrr_at_10
coarse_0.10,0.0,1.0,0.0,0.5181017518043518
coarse_0.10,0.1,0.9,0.0,0.6656481027603149
coarse_0.10,0.2,0.8,0.0,0.715222954750061
coarse_0.10,0.3,0.7,0.0,0.7568742632865906
coarse_0.10,0.4,0.6,0.0,0.7813715934753418
coarse_0.10,0.5,0.5,0.0,0.798582911491394
coarse_0.10,0.6,0.4,0.0,0.803047239780426
coarse_0.10,0.7,0.3,0.0,0.7995586395263672
coarse_0.10,0.8,0.2,0.0,0.7850866913795471
coarse_0.10,0.9,0.1,0.0,0.7484306693077087
coarse_0.10,1.0,0.0,0.0,0.671667218208313
refined_0.02,0.5,0.5,0.0,0.798582911491394
refined_0.02,0.52,0.48,0.0,0.799580454826355
refined_0.02,0.54,0.46,0.0,0.8033639192581177
refined_0.02,0.56,0.44,0.0,0.8025482296943665
refined_0.02,0.58,0.42,0.0,0.8019258379936218
refined_0.02,0.6,0.4,0.0,0.803047239780426
refined_0.02,0.62,0.38,0.0,0.8028150200843811
refined_0.02,0.64,0.36,0.0,0.8022258281707764
refined_0.02,0.66,0.34,0.0,0.8019543886184692
refined_0.02,0.68,0.32,0.0,0.8021860718727112
refined_0.02,0.7,0.3,0.0,0.7995586395263672
