stage,text_score,joint_entity_score,phrase_score,mean_inner_mrr_at_10
coarse_0.10,0.0,1.0,0.0,0.5244338512420654
coarse_0.10,0.1,0.9,0.0,0.682639479637146
coarse_0.10,0.2,0.8,0.0,0.7349752187728882
coarse_0.10,0.3,0.7,0.0,0.7731044292449951
coarse_0.10,0.4,0.6,0.0,0.7970139980316162
coarse_0.10,0.5,0.5,0.0,0.8143597841262817
coarse_0.10,0.6,0.4,0.0,0.8183736205101013
coarse_0.10,0.7,0.3,0.0,0.8151593208312988
coarse_0.10,0.8,0.2,0.0,0.8024332523345947
coarse_0.10,0.9,0.1,0.0,0.7713119387626648
coarse_0.10,1.0,0.0,0.0,0.698915958404541
refined_0.02,0.5,0.5,0.0,0.8143597841262817
refined_0.02,0.52,0.48,0.0,0.8160966634750366
refined_0.02,0.54,0.46,0.0,0.8187092542648315
refined_0.02,0.56,0.44,0.0,0.8186887502670288
refined_0.02,0.58,0.42,0.0,0.8173452615737915
refined_0.02,0.6,0.4,0.0,0.8183736205101013
refined_0.02,0.62,0.38,0.0,0.8176953792572021
refined_0.02,0.64,0.36,0.0,0.8167048692703247
refined_0.02,0.66,0.34,0.0,0.8162438869476318
refined_0.02,0.68,0.32,0.0,0.8164281845092773
refined_0.02,0.7,0.3,0.0,0.8151593208312988
