stage,text_score,joint_entity_score,phrase_score,mean_inner_mrr_at_10
coarse_0.10,0.0,0.0,1.0,0.36751529574394226
coarse_0.10,0.0,0.1,0.9,0.6049333214759827
coarse_0.10,0.0,0.2,0.8,0.6058169603347778
coarse_0.10,0.0,0.3,0.7,0.6115655303001404
coarse_0.10,0.0,0.4,0.6,0.6211054921150208
coarse_0.10,0.0,0.5,0.5,0.6275544166564941
coarse_0.10,0.0,0.6,0.4,0.6314467191696167
coarse_0.10,0.0,0.7,0.3,0.6345213055610657
coarse_0.10,0.0,0.8,0.2,0.6281828880310059
coarse_0.10,0.0,0.9,0.1,0.608333945274353
coarse_0.10,0.0,1.0,0.0,0.5181017518043518
coarse_0.10,0.1,0.0,0.9,0.6722915172576904
coarse_0.10,0.1,0.1,0.8,0.702816367149353
coarse_0.10,0.1,0.2,0.7,0.6952804923057556
coarse_0.10,0.1,0.3,0.6,0.6994196176528931
coarse_0.10,0.1,0.4,0.5,0.7040232419967651
coarse_0.10,0.1,0.5,0.4,0.7076848745346069
coarse_0.10,0.1,0.6,0.3,0.7114826440811157
coarse_0.10,0.1,0.7,0.2,0.7119250297546387
coarse_0.10,0.1,0.8,0.1,0.7076217532157898
coarse_0.10,0.1,0.9,0.0,0.6656481027603149
coarse_0.10,0.2,0.0,0.8,0.6722915172576904
coarse_0.10,0.2,0.1,0.7,0.7028830051422119
coarse_0.10,0.2,0.2,0.6,0.711656928062439
coarse_0.10,0.2,0.3,0.5,0.7243797779083252
coarse_0.10,0.2,0.4,0.4,0.730221152305603
coarse_0.10,0.2,0.5,0.3,0.7360150218009949
coarse_0.10,0.2,0.6,0.2,0.7446566820144653
coarse_0.10,0.2,0.7,0.1,0.7542977333068848
coarse_0.10,0.2,0.8,0.0,0.715222954750061
coarse_0.10,0.3,0.0,0.7,0.6722915172576904
coarse_0.10,0.3,0.1,0.6,0.7024883031845093
coarse_0.10,0.3,0.2,0.5,0.7238254547119141
coarse_0.10,0.3,0.3,0.4,0.7431468963623047
coarse_0.10,0.3,0.4,0.3,0.758147120475769
coarse_0.10,0.3,0.5,0.2,0.773674726486206
coarse_0.10,0.3,0.6,0.1,0.7888110280036926
coarse_0.10,0.3,0.7,0.0,0.7568742632865906
coarse_0.10,0.4,0.0,0.6,0.6739346981048584
coarse_0.10,0.4,0.1,0.5,0.7090543508529663
coarse_0.10,0.4,0.2,0.4,0.7412106990814209
coarse_0.10,0.4,0.3,0.3,0.7703649401664734
coarse_0.10,0.4,0.4,0.2,0.7974541187286377
coarse_0.10,0.4,0.5,0.1,0.8134748339653015
coarse_0.10,0.4,0.6,0.0,0.7813715934753418
coarse_0.10,0.5,0.0,0.5,0.6829452514648438
coarse_0.10,0.5,0.1,0.4,0.7291743755340576
coarse_0.10,0.5,0.2,0.3,0.769930899143219
coarse_0.10,0.5,0.3,0.2,0.8024129271507263
coarse_0.10,0.5,0.4,0.1,0.8254591822624207
coarse_0.10,0.5,0.5,0.0,0.798582911491394
coarse_0.10,0.6,0.0,0.4,0.6987581253051758
coarse_0.10,0.6,0.1,0.3,0.7570704221725464
coarse_0.10,0.6,0.2,0.2,0.797135055065155
coarse_0.10,0.6,0.3,0.1,0.8264287710189819
coarse_0.10,0.6,0.4,0.0,0.803047239780426
coarse_0.10,0.7,0.0,0.3,0.7197791337966919
coarse_0.10,0.7,0.1,0.2,0.7819912433624268
coarse_0.10,0.7,0.2,0.1,0.8138634562492371
coarse_0.10,0.7,0.3,0.0,0.7995586395263672
coarse_0.10,0.8,0.0,0.2,0.7337861061096191
coarse_0.10,0.8,0.1,0.1,0.7923167943954468
coarse_0.10,0.8,0.2,0.0,0.7850866913795471
coarse_0.10,0.9,0.0,0.1,0.7246543169021606
coarse_0.10,0.9,0.1,0.0,0.7484306693077087
coarse_0.10,1.0,0.0,0.0,0.671667218208313
refined_0.02,0.5,0.3,0.2,0.8024129271507263
refined_0.02,0.5,0.32,0.18,0.8071962594985962
refined_0.02,0.5,0.34,0.16,0.8131223917007446
refined_0.02,0.5,0.36,0.14,0.8171589374542236
refined_0.02,0.5,0.38,0.12,0.8209508061408997
refined_0.02,0.5,0.4,0.1,0.8254591822624207
refined_0.02,0.52,0.28,0.2,0.8035561442375183
refined_0.02,0.52,0.3,0.18,0.8079533576965332
refined_0.02,0.52,0.32,0.16,0.8135559558868408
refined_0.02,0.52,0.34,0.14,0.8185269236564636
refined_0.02,0.52,0.36,0.12,0.8213086724281311
refined_0.02,0.52,0.38,0.1,0.824166476726532
refined_0.02,0.52,0.4,0.08,0.825870931148529
refined_0.02,0.54,0.26,0.2,0.8040174841880798
refined_0.02,0.54,0.28,0.18,0.80881267786026
refined_0.02,0.54,0.3,0.16,0.8130346536636353
refined_0.02,0.54,0.32,0.14,0.8181726932525635
refined_0.02,0.54,0.34,0.12,0.8229516744613647
refined_0.02,0.54,0.36,0.1,0.8250881433486938
refined_0.02,0.54,0.38,0.08,0.8264438509941101
refined_0.02,0.54,0.4,0.06,0.8254108428955078
refined_0.02,0.56,0.24,0.2,0.8011291027069092
refined_0.02,0.56,0.26,0.18,0.8084301352500916
refined_0.02,0.56,0.28,0.16,0.8136149644851685
refined_0.02,0.56,0.3,0.14,0.8187153339385986
refined_0.02,0.56,0.32,0.12,0.8224861025810242
refined_0.02,0.56,0.34,0.1,0.8256360292434692
refined_0.02,0.56,0.36,0.08,0.8277567028999329
refined_0.02,0.56,0.38,0.06,0.8259543180465698
refined_0.02,0.56,0.4,0.04,0.8215007781982422
refined_0.02,0.58,0.22,0.2,0.8001800775527954
refined_0.02,0.58,0.24,0.18,0.8065322041511536
refined_0.02,0.58,0.26,0.16,0.8127802014350891
refined_0.02,0.58,0.28,0.14,0.8185746073722839
refined_0.02,0.58,0.3,0.12,0.8215095400810242
refined_0.02,0.58,0.32,0.1,0.8257620334625244
refined_0.02,0.58,0.34,0.08,0.8291935920715332
refined_0.02,0.58,0.36,0.06,0.8259572982788086
refined_0.02,0.58,0.38,0.04,0.8237475156784058
refined_0.02,0.58,0.4,0.02,0.8142659664154053
refined_0.02,0.6,0.2,0.2,0.797135055065155
refined_0.02,0.6,0.22,0.18,0.8045434951782227
refined_0.02,0.6,0.24,0.16,0.8127720355987549
refined_0.02,0.6,0.26,0.14,0.8180230855941772
refined_0.02,0.6,0.28,0.12,0.8200681209564209
refined_0.02,0.6,0.3,0.1,0.8264287710189819
refined_0.02,0.6,0.32,0.08,0.8303539156913757
refined_0.02,0.6,0.34,0.06,0.8271471261978149
refined_0.02,0.6,0.36,0.04,0.8236753940582275
refined_0.02,0.6,0.38,0.02,0.8154688477516174
refined_0.02,0.6,0.4,0.0,0.803047239780426
refined_0.02,0.62,0.2,0.18,0.8011658191680908
refined_0.02,0.62,0.22,0.16,0.8098962903022766
refined_0.02,0.62,0.24,0.14,0.8163058161735535
refined_0.02,0.62,0.26,0.12,0.8203153014183044
refined_0.02,0.62,0.28,0.1,0.8251426219940186
refined_0.02,0.62,0.3,0.08,0.8286314010620117
refined_0.02,0.62,0.32,0.06,0.8278826475143433
refined_0.02,0.62,0.34,0.04,0.8227800130844116
refined_0.02,0.62,0.36,0.02,0.817550539970398
refined_0.02,0.62,0.38,0.0,0.8028150200843811
refined_0.02,0.64,0.2,0.16,0.806850790977478
refined_0.02,0.64,0.22,0.14,0.8132490515708923
refined_0.02,0.64,0.24,0.12,0.8194851279258728
refined_0.02,0.64,0.26,0.1,0.8244515061378479
refined_0.02,0.64,0.28,0.08,0.8271210193634033
refined_0.02,0.64,0.3,0.06,0.8272159099578857
refined_0.02,0.64,0.32,0.04,0.8231832981109619
refined_0.02,0.64,0.34,0.02,0.8171007037162781
refined_0.02,0.64,0.36,0.0,0.8022258281707764
refined_0.02,0.66,0.2,0.14,0.8096801042556763
refined_0.02,0.66,0.22,0.12,0.8161558508872986
refined_0.02,0.66,0.24,0.1,0.8229085206985474
refined_0.02,0.66,0.26,0.08,0.8246590495109558
refined_0.02,0.66,0.28,0.06,0.8255833387374878
refined_0.02,0.66,0.3,0.04,0.8221548199653625
refined_0.02,0.66,0.32,0.02,0.8144906163215637
refined_0.02,0.66,0.34,0.0,0.8019543886184692
refined_0.02,0.68,0.2,0.12,0.8138983249664307
refined_0.02,0.68,0.22,0.1,0.8179340362548828
refined_0.02,0.68,0.24,0.08,0.8233548402786255
refined_0.02,0.68,0.26,0.06,0.8237308859825134
refined_0.02,0.68,0.28,0.04,0.820959746837616
refined_0.02,0.68,0.3,0.02,0.8137685060501099
refined_0.02,0.68,0.32,0.0,0.8021860718727112
refined_0.02,0.7,0.2,0.1,0.8138634562492371
refined_0.02,0.7,0.22,0.08,0.8192565441131592
refined_0.02,0.7,0.24,0.06,0.8178483247756958
refined_0.02,0.7,0.26,0.04,0.8184393644332886
refined_0.02,0.7,0.28,0.02,0.8111096024513245
refined_0.02,0.7,0.3,0.0,0.7995586395263672
