stage,text_score,joint_entity_score,phrase_score,mean_inner_mrr_at_10
coarse_0.10,0.0,0.0,1.0,0.39105895161628723
coarse_0.10,0.0,0.1,0.9,0.6246835589408875
coarse_0.10,0.0,0.2,0.8,0.6253292560577393
coarse_0.10,0.0,0.3,0.7,0.6301251649856567
coarse_0.10,0.0,0.4,0.6,0.6377072334289551
coarse_0.10,0.0,0.5,0.5,0.6423527002334595
coarse_0.10,0.0,0.6,0.4,0.6460409760475159
coarse_0.10,0.0,0.7,0.3,0.64713054895401
coarse_0.10,0.0,0.8,0.2,0.6397895812988281
coarse_0.10,0.0,0.9,0.1,0.6205126047134399
coarse_0.10,0.0,1.0,0.0,0.5230391621589661
coarse_0.10,0.1,0.0,0.9,0.6841363906860352
coarse_0.10,0.1,0.1,0.8,0.7183645963668823
coarse_0.10,0.1,0.2,0.7,0.7113149166107178
coarse_0.10,0.1,0.3,0.6,0.712949812412262
coarse_0.10,0.1,0.4,0.5,0.7159866690635681
coarse_0.10,0.1,0.5,0.4,0.7200525999069214
coarse_0.10,0.1,0.6,0.3,0.7229945063591003
coarse_0.10,0.1,0.7,0.2,0.7206098437309265
coarse_0.10,0.1,0.8,0.1,0.7154358625411987
coarse_0.10,0.1,0.9,0.0,0.6696879863739014
coarse_0.10,0.2,0.0,0.8,0.6841363906860352
coarse_0.10,0.2,0.1,0.7,0.7177172303199768
coarse_0.10,0.2,0.2,0.6,0.7255330085754395
coarse_0.10,0.2,0.3,0.5,0.7360413670539856
coarse_0.10,0.2,0.4,0.4,0.7429167628288269
coarse_0.10,0.2,0.5,0.3,0.745165228843689
coarse_0.10,0.2,0.6,0.2,0.7515993118286133
coarse_0.10,0.2,0.7,0.1,0.7582359910011292
coarse_0.10,0.2,0.8,0.0,0.7197441458702087
coarse_0.10,0.3,0.0,0.7,0.6844427585601807
coarse_0.10,0.3,0.1,0.6,0.7165314555168152
coarse_0.10,0.3,0.2,0.5,0.7354182004928589
coarse_0.10,0.3,0.3,0.4,0.7532902359962463
coarse_0.10,0.3,0.4,0.3,0.7693855166435242
coarse_0.10,0.3,0.5,0.2,0.7818331122398376
coarse_0.10,0.3,0.6,0.1,0.7947331666946411
coarse_0.10,0.3,0.7,0.0,0.7571847438812256
coarse_0.10,0.4,0.0,0.6,0.6858353614807129
coarse_0.10,0.4,0.1,0.5,0.7228699326515198
coarse_0.10,0.4,0.2,0.4,0.7509899139404297
coarse_0.10,0.4,0.3,0.3,0.7780435085296631
coarse_0.10,0.4,0.4,0.2,0.8048368692398071
coarse_0.10,0.4,0.5,0.1,0.8186806440353394
coarse_0.10,0.4,0.6,0.0,0.7832426428794861
coarse_0.10,0.5,0.0,0.5,0.6942752003669739
coarse_0.10,0.5,0.1,0.4,0.7406532764434814
coarse_0.10,0.5,0.2,0.3,0.7794725894927979
coarse_0.10,0.5,0.3,0.2,0.8090280294418335
coarse_0.10,0.5,0.4,0.1,0.8285431265830994
coarse_0.10,0.5,0.5,0.0,0.7997030019760132
coarse_0.10,0.6,0.0,0.4,0.7104905843734741
coarse_0.10,0.6,0.1,0.3,0.7692450284957886
coarse_0.10,0.6,0.2,0.2,0.8071905374526978
coarse_0.10,0.6,0.3,0.1,0.8296364545822144
coarse_0.10,0.6,0.4,0.0,0.8053566217422485
coarse_0.10,0.7,0.0,0.3,0.7315158247947693
coarse_0.10,0.7,0.1,0.2,0.7932490706443787
coarse_0.10,0.7,0.2,0.1,0.8189806342124939
coarse_0.10,0.7,0.3,0.0,0.8013851642608643
coarse_0.10,0.8,0.0,0.2,0.7461609840393066
coarse_0.10,0.8,0.1,0.1,0.7973863482475281
coarse_0.10,0.8,0.2,0.0,0.7870048880577087
coarse_0.10,0.9,0.0,0.1,0.7330567240715027
coarse_0.10,0.9,0.1,0.0,0.7487500309944153
coarse_0.10,1.0,0.0,0.0,0.673134446144104
refined_0.02,0.5,0.3,0.2,0.8090280294418335
refined_0.02,0.5,0.32,0.18,0.8136569857597351
refined_0.02,0.5,0.34,0.16,0.8194482922554016
refined_0.02,0.5,0.36,0.14,0.8229572772979736
refined_0.02,0.5,0.38,0.12,0.8248509168624878
refined_0.02,0.5,0.4,0.1,0.8285431265830994
refined_0.02,0.52,0.28,0.2,0.8098486661911011
refined_0.02,0.52,0.3,0.18,0.8140637874603271
refined_0.02,0.52,0.32,0.16,0.8196079730987549
refined_0.02,0.52,0.34,0.14,0.8240078687667847
refined_0.02,0.52,0.36,0.12,0.8251931667327881
refined_0.02,0.52,0.38,0.1,0.8278158903121948
refined_0.02,0.52,0.4,0.08,0.8273423910140991
refined_0.02,0.54,0.26,0.2,0.8115248084068298
refined_0.02,0.54,0.28,0.18,0.814872145652771
refined_0.02,0.54,0.3,0.16,0.8185466527938843
refined_0.02,0.54,0.32,0.14,0.8232505321502686
refined_0.02,0.54,0.34,0.12,0.8258792161941528
refined_0.02,0.54,0.36,0.1,0.8280060291290283
refined_0.02,0.54,0.38,0.08,0.8293704390525818
refined_0.02,0.54,0.4,0.06,0.8278009295463562
refined_0.02,0.56,0.24,0.2,0.8101856708526611
refined_0.02,0.56,0.26,0.18,0.8143653869628906
refined_0.02,0.56,0.28,0.16,0.8200233578681946
refined_0.02,0.56,0.3,0.14,0.8236661553382874
refined_0.02,0.56,0.32,0.12,0.8254480361938477
refined_0.02,0.56,0.34,0.1,0.8284870386123657
refined_0.02,0.56,0.36,0.08,0.8293495178222656
refined_0.02,0.56,0.38,0.06,0.8285855054855347
refined_0.02,0.56,0.4,0.04,0.8236560821533203
refined_0.02,0.58,0.22,0.2,0.8089351654052734
refined_0.02,0.58,0.24,0.18,0.8141658902168274
refined_0.02,0.58,0.26,0.16,0.8186845779418945
refined_0.02,0.58,0.28,0.14,0.8233445882797241
refined_0.02,0.58,0.3,0.12,0.8256887793540955
refined_0.02,0.58,0.32,0.1,0.828403890132904
refined_0.02,0.58,0.34,0.08,0.8309183120727539
refined_0.02,0.58,0.36,0.06,0.8279398083686829
refined_0.02,0.58,0.38,0.04,0.8249896764755249
refined_0.02,0.58,0.4,0.02,0.8187605142593384
refined_0.02,0.6,0.2,0.2,0.8071905374526978
refined_0.02,0.6,0.22,0.18,0.8122711777687073
refined_0.02,0.6,0.24,0.16,0.8180614113807678
refined_0.02,0.6,0.26,0.14,0.8228148221969604
refined_0.02,0.6,0.28,0.12,0.8250585794448853
refined_0.02,0.6,0.3,0.1,0.8296364545822144
refined_0.02,0.6,0.32,0.08,0.8322982788085938
refined_0.02,0.6,0.34,0.06,0.8286139965057373
refined_0.02,0.6,0.36,0.04,0.8254793882369995
refined_0.02,0.6,0.38,0.02,0.8178713917732239
refined_0.02,0.6,0.4,0.0,0.8053566217422485
refined_0.02,0.62,0.2,0.18,0.8097006678581238
