stage,text_score,joint_entity_score,phrase_score,mean_inner_mrr_at_10
coarse_0.10,0.0,1.0,0.0,0.5330952405929565
coarse_0.10,0.1,0.9,0.0,0.6861449480056763
coarse_0.10,0.2,0.8,0.0,0.7340801954269409
coarse_0.10,0.3,0.7,0.0,0.7727325558662415
coarse_0.10,0.4,0.6,0.0,0.7996246814727783
coarse_0.10,0.5,0.5,0.0,0.8121265769004822
coarse_0.10,0.6,0.4,0.0,0.815991222858429
coarse_0.10,0.7,0.3,0.0,0.8099027872085571
coarse_0.10,0.8,0.2,0.0,0.7945382595062256
coarse_0.10,0.9,0.1,0.0,0.7570834159851074
coarse_0.10,1.0,0.0,0.0,0.6814998388290405
refined_0.02,0.5,0.5,0.0,0.8121265769004822
refined_0.02,0.52,0.48,0.0,0.8135355710983276
refined_0.02,0.54,0.46,0.0,0.8164852261543274
refined_0.02,0.56,0.44,0.0,0.8154520988464355
refined_0.02,0.58,0.42,0.0,0.8144547939300537
refined_0.02,0.6,0.4,0.0,0.815991222858429
refined_0.02,0.62,0.38,0.0,0.8148770332336426
refined_0.02,0.64,0.36,0.0,0.8131864070892334
refined_0.02,0.66,0.34,0.0,0.812138557434082
refined_0.02,0.68,0.32,0.0,0.8114992380142212
refined_0.02,0.7,0.3,0.0,0.8099027872085571
