vector_seed,Strict-Hit@1,Strict-Hit@5,Strict-Hit@10,Strict-MRR@10,Strict-Recall@10,nDCG@10
20260725,0.7718780727630286,0.9124877089478859,0.9503441494591937,0.8327993554026002,0.9503441494591937,0.6641388572661188
20260726,0.7738446411012783,0.9174041297935103,0.951819075712881,0.8355601598226967,0.951819075712881,0.6666324984625757
20260727,0.7772861356932154,0.9164208456243854,0.951819075712881,0.8378414181142795,0.951819075712881,0.6681672451983873
