subset,model,k,metric,value,n_questions
unchanged,WithoutPhrase,9,Strict-Hit,0.9328413284132842,1355
unchanged,WithoutPhrase,9,Strict-Recall,0.9328413284132842,1355
unchanged,WithoutPhrase,9,Strict-MRR,0.8099792069349266,1355
unchanged,WithoutPhrase,9,nDCG,0.6482201832654974,1355
unchanged,WithoutPhrase,10,Strict-Hit,0.933579335793358,1355
unchanged,WithoutPhrase,10,Strict-Recall,0.933579335793358,1355
unchanged,WithoutPhrase,10,Strict-MRR,0.8100530076729339,1355
unchanged,WithoutPhrase,10,nDCG,0.649199045668518,1355
unchanged,WithoutText,1,Strict-Hit,0.5070110701107011,1355
unchanged,WithoutText,1,Strict-Recall,0.5070110701107011,1355
unchanged,WithoutText,1,Strict-MRR,0.5070110701107011,1355
unchanged,WithoutText,1,nDCG,0.5174486030574591,1355
unchanged,WithoutText,2,Strict-Hit,0.6206642066420665,1355
unchanged,WithoutText,2,Strict-Recall,0.6206642066420665,1355
unchanged,WithoutText,2,Strict-MRR,0.5638376383763838,1355
unchanged,WithoutText,2,nDCG,0.47285054395594756,1355
unchanged,WithoutText,3,Strict-Hit,0.6752767527675276,1355
unchanged,WithoutText,3,Strict-Recall,0.6752767527675276,1355
unchanged,WithoutText,3,Strict-MRR,0.5820418204182042,1355
unchanged,WithoutText,3,nDCG,0.45804350262306537,1355
unchanged,WithoutText,4,Strict-Hit,0.7151291512915129,1355
unchanged,WithoutText,4,Strict-Recall,0.7151291512915129,1355
unchanged,WithoutText,4,Strict-MRR,0.5920049200492005,1355
unchanged,WithoutText,4,nDCG,0.47240704498938474,1355
unchanged,WithoutText,5,Strict-Hit,0.7409594095940959,1355
unchanged,WithoutText,5,Strict-Recall,0.7409594095940959,1355
unchanged,WithoutText,5,Strict-MRR,0.5971709717097171,1355
unchanged,WithoutText,5,nDCG,0.48150656697777633,1355
unchanged,WithoutText,6,Strict-Hit,0.7579335793357933,1355
unchanged,WithoutText,6,Strict-Recall,0.7579335793357933,1355
unchanged,WithoutText,6,Strict-MRR,0.6,1355
unchanged,WithoutText,6,nDCG,0.48791468750542893,1355
unchanged,WithoutText,7,Strict-Hit,0.7741697416974169,1355
unchanged,WithoutText,7,Strict-Recall,0.7741697416974169,1355
unchanged,WithoutText,7,Strict-MRR,0.6023194517659463,1355
unchanged,WithoutText,7,nDCG,0.49216568152229073,1355
unchanged,WithoutText,8,Strict-Hit,0.7837638376383764,1355
unchanged,WithoutText,8,Strict-Recall,0.7837638376383764,1355
unchanged,WithoutText,8,Strict-MRR,0.6035187137585661,1355
unchanged,WithoutText,8,nDCG,0.49529165399269165,1355
unchanged,WithoutText,9,Strict-Hit,0.7918819188191882,1355
unchanged,WithoutText,9,Strict-Recall,0.7918819188191882,1355
unchanged,WithoutText,9,Strict-MRR,0.6044207227786563,1355
unchanged,WithoutText,9,nDCG,0.49787708887209986,1355
unchanged,WithoutText,10,Strict-Hit,0.803690036900369,1355
unchanged,WithoutText,10,Strict-Recall,0.803690036900369,1355
unchanged,WithoutText,10,Strict-MRR,0.6056015345867743,1355
unchanged,WithoutText,10,nDCG,0.500786471832343,1355
