model,Strict-Hit@1_mean,Strict-Hit@1_std,Strict-Hit@5_mean,Strict-Hit@5_std,Strict-Hit@10_mean,Strict-Hit@10_std,Strict-MRR@10_mean,Strict-MRR@10_std,Strict-Recall@10_mean,Strict-Recall@10_std,nDCG@10_mean,nDCG@10_std
AliasAwareFusion,0.7739552236286384,0.03836634231900846,0.9174194844387401,0.008258459526741842,0.9518204080727989,0.006643832145802372,0.8356312720976773,0.02544376291032706,0.9518204080727989,0.006643832145802372,0.6666567960787706,0.01105481027844846
WithoutEntity,0.6761422838283815,0.04281553971811002,0.8329456919802773,0.03422721495494142,0.8815587769923283,0.017747133494735622,0.744253790130344,0.03724400327863262,0.8815587769923283,0.017747133494735622,0.6041066364614601,0.020261913386580618
WithoutPhrase,0.7405358905873941,0.04302178846638511,0.9041648013128942,0.014272687108988139,0.9405180840849393,0.010022312751286918,0.8107811557846556,0.031368114989621686,0.9405180840849393,0.010022312751286918,0.6513585010227413,0.01276817717498481
WithoutText,0.5501792629356933,0.03861793214355552,0.7768397330547878,0.028467526959916094,0.838746155486304,0.018022232001283504,0.6458918211244213,0.030696138549240887,0.838746155486304,0.018022232001283504,0.530411508606619,0.01990986500251691
