subset,model,k,metric,value,n_questions
unchanged,WithoutPhrase,8,nDCG,0.6477853878132221,1355
unchanged,WithoutPhrase,9,Strict-Hit,0.9350553505535055,1355
unchanged,WithoutPhrase,9,Strict-Recall,0.9350553505535055,1355
unchanged,WithoutPhrase,9,Strict-MRR,0.8111099396708253,1355
unchanged,WithoutPhrase,9,nDCG,0.6499526653390566,1355
unchanged,WithoutPhrase,10,Strict-Hit,0.9372693726937269,1355
unchanged,WithoutPhrase,10,Strict-Recall,0.9372693726937269,1355
unchanged,WithoutPhrase,10,Strict-MRR,0.8113313418848473,1355
unchanged,WithoutPhrase,10,nDCG,0.6512292918473956,1355
unchanged,WithoutText,1,Strict-Hit,0.5121771217712177,1355
unchanged,WithoutText,1,Strict-Recall,0.5121771217712177,1355
unchanged,WithoutText,1,Strict-MRR,0.5121771217712177,1355
unchanged,WithoutText,1,nDCG,0.5219820769636269,1355
unchanged,WithoutText,2,Strict-Hit,0.618450184501845,1355
unchanged,WithoutText,2,Strict-Recall,0.618450184501845,1355
unchanged,WithoutText,2,Strict-MRR,0.5653136531365314,1355
unchanged,WithoutText,2,nDCG,0.47265474704432764,1355
unchanged,WithoutText,3,Strict-Hit,0.6752767527675276,1355
unchanged,WithoutText,3,Strict-Recall,0.6752767527675276,1355
unchanged,WithoutText,3,Strict-MRR,0.5842558425584257,1355
unchanged,WithoutText,3,nDCG,0.4590475718371122,1355
unchanged,WithoutText,4,Strict-Hit,0.7129151291512915,1355
unchanged,WithoutText,4,Strict-Recall,0.7129151291512915,1355
unchanged,WithoutText,4,Strict-MRR,0.5936654366543666,1355
unchanged,WithoutText,4,nDCG,0.4728640837193187,1355
unchanged,WithoutText,5,Strict-Hit,0.7409594095940959,1355
unchanged,WithoutText,5,Strict-Recall,0.7409594095940959,1355
unchanged,WithoutText,5,Strict-MRR,0.5992742927429274,1355
unchanged,WithoutText,5,nDCG,0.48224791420520324,1355
unchanged,WithoutText,6,Strict-Hit,0.7601476014760148,1355
unchanged,WithoutText,6,Strict-Recall,0.7601476014760148,1355
unchanged,WithoutText,6,Strict-MRR,0.6024723247232473,1355
unchanged,WithoutText,6,nDCG,0.4889799906122256,1355
unchanged,WithoutText,7,Strict-Hit,0.7756457564575646,1355
unchanged,WithoutText,7,Strict-Recall,0.7756457564575646,1355
unchanged,WithoutText,7,Strict-MRR,0.6046863468634686,1355
unchanged,WithoutText,7,nDCG,0.4934953527115083,1355
unchanged,WithoutText,8,Strict-Hit,0.7867158671586716,1355
unchanged,WithoutText,8,Strict-Recall,0.7867158671586716,1355
unchanged,WithoutText,8,Strict-MRR,0.606070110701107,1355
unchanged,WithoutText,8,nDCG,0.4969462838356203,1355
unchanged,WithoutText,9,Strict-Hit,0.7940959409594096,1355
unchanged,WithoutText,9,Strict-Recall,0.7940959409594096,1355
unchanged,WithoutText,9,Strict-MRR,0.606890118901189,1355
unchanged,WithoutText,9,nDCG,0.4995355821462149,1355
unchanged,WithoutText,10,Strict-Hit,0.8073800738007381,1355
unchanged,WithoutText,10,Strict-Recall,0.8073800738007381,1355
unchanged,WithoutText,10,Strict-MRR,0.6082185321853218,1355
unchanged,WithoutText,10,nDCG,0.5027088476361985,1355
